model_id,model_label,model_tier,sample_index,question,ground_truth,answer,response_time_s,input_tokens,output_tokens,cost_usd,faithfulness,answer_relevancy,context_precision,context_recall,human_eval_sample,human_score,human_notes
gpt-4o,GPT-4o  (balanced),mid,52,What is the necessary prerequisite course for students who want to fully participate in the class?,INF 380P: Introduction to Programming in Python or equivalent programming coursework,The necessary prerequisite course for students who want to fully participate in the class is INF 380P: Introduction to Programming in Python or equivalent programming coursework [source_file p.2].,3.79,0,0,0.0,1.0,1.0,1.0,0.9,False,,
gpt-4o,GPT-4o  (balanced),mid,53,What are the topics covered in WEEK12 of the course?,"Knowledge networks and Ontology, WordNet, ConceptNet and DBPedia.","In WEEK 12 of the course, the topics covered are Knowledge Networks and Pragmatics in NLP. The lecture focuses on knowledge networks and ontology, including WordNet, ConceptNet, and DBPedia. The lab involves feature extraction using lexical knowledge nets for fact verification in LLMs [source_file p. 4].",4.05,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,54,What is the date of the final project presentation?,12/05/2024,"The final project presentation is scheduled for December 5, 2024 [source_file p.4].",2.53,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,55,What is the representation of each word in the first-layer Bi-LSTM?,"Each word is represented by its form and POS tag, concatenating their neural embeddings.",I don't know based on the provided materials.,1.47,0,0,0.0,1.0,0.0,0.8,0.8,False,,
gpt-4o,GPT-4o  (balanced),mid,56,What is the focus of the lab in WEEK8?,Text summarization example using Large Language Models,The focus of the lab in WEEK 8 is on text summarization using Large Language Models [source_file p.9].,2.82,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,57,What are some traditional machine learning algorithms mentioned in the text?,"Logistic Regression, SVMs, Decision Trees, and Feed Forward networks.","Some traditional machine learning algorithms mentioned in the text are Logistic Regression, SVMs (Support Vector Machines), and Decision Trees [source_file p.9].",3.98,0,0,0.0,1.0,1.0,1.0,0.75,False,,
gpt-4o,GPT-4o  (balanced),mid,58,What was the purpose of the Berkeley Restaurant Project?,"To answer questions about a database of restaurants in Berkeley, California.","The Berkeley Restaurant Project was a dialogue system designed to answer questions about a database of restaurants in Berkeley, California [source_file p. 4].",3.15,0,0,0.0,1.0,1.0,1.0,0.9,False,,
gpt-4o,GPT-4o  (balanced),mid,59,"What percentage of the final grade is attributed to attendance, participation in class, and lab completion?",20%,"20% of the final grade is attributed to attendance, participation in class, and lab completion [source_file p.2].",6.92,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,60,What is the method used to connect each word with its k nearest neighbors?,The method used is connecting each word with its k nearest neighbors according to cosine similarity.,The method used to connect each word with its k nearest neighbors is to list the most similar words to a word by sorting the vectors for all words in the vocabulary based on their cosine similarity with the vector for that word [source_file p. 119].,7.19,0,0,0.0,0.8,0.9,0.9,0.7,False,,
gpt-4o,GPT-4o  (balanced),mid,61,What role does Victoria Chen hold at Megabucks Banking?,CFO,Victoria Chen holds the position of CFO (Chief Financial Officer) at Megabucks Banking and also became the company's president [source_file p. 544].,3.18,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,62,What is the width of the kernel used in the convolutional layers in Whisper?,3 frames,The width of the kernel used in the convolutional layers in Whisper is 3 frames [source_file p.352].,1.4,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,63,What is the potential flaw with the inference algorithm mentioned in the text?,"The potential flaw is that the most likely alignment may not correspond to the most likely final collapsed output string Y, as there are many possible alignments that lead to the same output string.",I don't know based on the provided materials.,2.04,0,0,0.0,0.0,0.0,0.5,0.0,False,,
gpt-4o,GPT-4o  (balanced),mid,64,What is the title of the assignment mentioned in the text chunk?,Fine Tuning for Text Classification,"The title of the assignment mentioned in the text chunk is ""Keyword Extraction"" [source_file p.8].",1.18,0,0,0.0,0.0,0.0,0.5,0.0,True,,
gpt-4o,GPT-4o  (balanced),mid,65,What is top-k sampling in the context of language models?,"Top-k sampling is a method that truncates the distribution to the top k most likely words, renormalizes the probabilities, and then randomly samples from these k words according to their renormalized probabilities.","Top-k sampling is a method used in language models to generate text by selecting from a truncated distribution of the most likely words. Instead of choosing the single most probable word, top-k sampling involves the following steps:

1. Choose a number of words \( k \) in advance.
2. For each word in the vocabulary, compute the likelihood of this word given the context.
3. Sort the words by their likelihood and discard any words that are not among the top \( k \) most probable.
4. Renormalize the scores of the remaining \( k \) words to create a legitimate probability distribution.
5. Randomly sample a word from these \( k \) most probable words according to their renormalized probabilities.

When \( k = 1 \), top-k sampling is equivalent to greedy decoding. By setting \( k \) to a larger number, the method allows for the selection of words that are not necessarily the most probable, which can lead to more diverse and creative text generation while still maintaining a reasonable level of quality [source_file p.200].",12.68,0,0,0.0,1.0,1.0,1.0,0.9,False,,
gpt-4o,GPT-4o  (balanced),mid,66,What is the main objective of the proposed graduate-level course in Natural Language Processing?,The objective of the course is to provide a bird’s eye view of the field of NLP and enable students to make informed decisions while choosing from different career options.,"The main objective of the proposed graduate-level course in Natural Language Processing is to provide a bird’s eye view of the field of NLP and enable students to make informed decisions while choosing from different career options, such as working on an NLP-based cutting-edge product, joining the industry in an NLP-centric role, or pursuing doctoral study or conducting doctoral research specializing in NLP or computational linguistics [source_file p.1].",3.73,0,0,0.0,0.8,1.0,1.0,0.8,False,,
gpt-4o,GPT-4o  (balanced),mid,67,What is Natural Language Processing (NLP) concerned with?,NLP is concerned with interactions between computers and humans through the medium of human languages.,"Natural Language Processing (NLP) is concerned with interactions between computers and humans through the medium of human languages. It involves analyzing, understanding, and generating human language, making it possible for machines to interpret and respond to human speech and text [source_file p.1].",2.66,0,0,0.0,1.0,1.0,1.0,0.8,False,,
gpt-4o,GPT-4o  (balanced),mid,68,What are the main topics covered in WEEK 4 of the course?,"Machine Learning Methods for NLP, Test Classification Details, Feature Engineering with N-gram and TF-IDF, Word Vectors.","In WEEK 4 of the course, the main topics covered include Machine Learning Methods for NLP, specifically focusing on text classification details, feature engineering with N-gram and TF-IDF, and word vectors. The lab session involves implementing text classifiers, feature engineering, and evaluating model performance [source_file p. 4].",4.07,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,69,What is the title of the first reading listed?,Quick introduction to neural networks,"The title of the first reading listed is ""Chapter 1: Introduction"" from the book ""Natural language processing"" by Jurafsky, D., & Manning, C. (2012) [source_syllabus.pdf p. 8].",2.96,0,0,0.0,0.0,0.0,0.0,0.0,True,,
gpt-4o,GPT-4o  (balanced),mid,70,What is the duration of the group project update presentation?,5 minutes per group,The duration of the group project update presentation is 5 minutes per group [source_file p. 10].,2.61,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,71,What resource does UT maintain to assist students with food insecurity?,"UT maintains the UT Outpost, which is a free on-campus food pantry.","UT maintains the UT Outpost, which is a free on-campus food pantry and career closet, to assist students with food insecurity [source_file p.11].",6.93,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,72,What is the grade cutoff percentage for a grade of B+?,87%,The grade cutoff percentage for a grade of B+ is 87% [source_file p.5].,5.75,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,73,What are the potential disciplinary penalties for students who violate University rules on academic dishonesty?,"Students who violate University rules on academic dishonesty are subject to disciplinary penalties, including the possibility of failure in the course and/or dismissal from the University.","Students who violate University rules on academic dishonesty are subject to disciplinary penalties, including the possibility of failure in the course and/or dismissal from the University [source_file p. 10].",2.53,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,74,What is the topic of the readings assigned for WEEK3?,Syntax Analysis and Information Extraction,"The topic of the readings assigned for WEEK 3 is Syntax Analysis and Information Extraction, which includes lectures on grammar and languages, representing syntax, part of speech tagging, constituency and dependency parsing, and entity and relationship extraction [source_file p.3].",7.1,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,75,What are the two broad categories that parts of speech fall into?,closed class and open class,Parts of speech fall into two broad categories: closed class and open class [source_file p.391].,3.38,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,76,What is the property of vectors in a system all tending to point in the same direction called?,anisotropy,I don't know based on the provided materials.,1.16,0,0,0.0,0.0,0.0,0.8,0.8,False,,
gpt-4o,GPT-4o  (balanced),mid,77,What is the phone number for the Counseling and Mental Health Center (CMHC)?,512-471-3515,The phone number for the Counseling and Mental Health Center (CMHC) is 512-471-3515 [source_file p.11].,2.7,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,78,What should you deliver as early as possible in the semester?,Your Accommodation Letter,"If you are a student with a disability and need accommodations, you should deliver your Accommodation Letter to the instructor as early as possible in the semester to discuss your approved accommodations and needs in the course [source_file p. 4].",2.76,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,79,What is the term for a language that is characterized by the structure where the verb typically precedes the object?,verb-framed,"The term for a language that is characterized by the structure where the verb typically precedes the object is ""VSO language"" (Verb-Subject-Object) [source_file p.269].",5.63,0,0,0.0,0.0,0.5,0.0,0.0,False,,
gpt-4o,GPT-4o  (balanced),mid,80,What is the page number for 'affricate sound'?,315,I don't know based on the provided materials.,4.49,0,0,0.0,0.0,0.0,1.0,0.0,False,,
gpt-4o,GPT-4o  (balanced),mid,81,What is one alternative method to instruction-tuning an LLM mentioned in the text?,"Doing this via test-time compute, prompting the LLM to answer the question and simultaneously to generate reflections on which passages were useful.","One alternative method to instruction-tuning an LLM mentioned in the text is preference alignment, which can be implemented through techniques such as Reinforcement Learning from Human Feedback (RLHF) or Direct Preference Optimization (DPO) [source_file p.227].",4.71,0,0,0.0,0.0,0.0,0.8,0.5,True,,
gpt-4o,GPT-4o  (balanced),mid,82,What is the space between the two folds of muscle in the larynx called?,glottis,The space between the two folds of muscle in the larynx is called the glottis [source_file p.321].,11.85,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,83,What is the output of the statement 'a' + 'ab' in Python 3?,B,I don't know based on the provided materials.,3.54,0,0,0.0,0.0,0.0,0.0,0.0,False,,
gpt-4o,GPT-4o  (balanced),mid,84,What is emphasized as crucial for success in the NLP course?,"Success in the NLP course is a result of concerted efforts, including prioritizing transparency, understanding in-class quizzes, embracing deliberate practice for programming, and iterating on presentations.","The following points are emphasized as crucial for success in the NLP course:

1. Achieve higher attendance, aiming for 100% to maximize exposure and engagement during lectures and practical exercises.
2. Submit practicums and assignments promptly, recognizing that minor errors can be overlooked while focusing on continuous improvement.
3. Prioritize transparency by appropriately citing tools, resources, and data sources, showcasing a commitment to ethical and accountable work.
4. Approach in-class quizzes with a clear understanding and well-organized thoughts, leveraging conceptual clarity to excel.
5. If programming presents challenges, embrace deliberate practice to strengthen skills and confidently navigate technical aspects.
6. Embrace iteration in preparing presentations, ensuring impactful task demonstrations, comprehensive analyses, and well-structured reports.
7. Recognize that success in the NLP course results from these concerted efforts, culminating in growth as a proficient and accomplished NLP practitioner [source_file p.10].",9.52,0,0,0.0,0.8,0.9,0.7,0.85,False,,
gpt-4o,GPT-4o  (balanced),mid,85,What role might shallow semantics play in machine translation?,Shallow semantics might act as a useful intermediate language in machine translation.,I don't know based on the provided materials.,3.75,0,0,0.0,1.0,0.0,0.5,0.0,False,,
gpt-4o,GPT-4o  (balanced),mid,86,What should you do if you must miss a class to observe a religious holy day?,You will be given an opportunity to complete the missed work within a reasonable time after the absence.,"You must notify the instructor of your pending absence as far in advance as possible of the date of observance of the religious holy day. If you miss a class, an examination, a work assignment, or a project due to this observance, you will be given an opportunity to complete the missed work within a reasonable time after the absence [source_file p.11].",2.16,0,0,0.0,0.8,1.0,0.9,0.8,True,,
gpt-4o,GPT-4o  (balanced),mid,87,What is the formula for precision as defined in the text?,Precision = |R| / |T|,"The formula for precision as defined in the text is:

Precision = |R| / |T|

where |R| is the number of relevant documents returned by the system, and |T| is the total number of documents returned [source_file p.252].",2.09,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,88,What is one reason for tokenizing the input in NLP?,Converting an input to a deterministic fixed set of units means that different algorithms and systems can agree on simple questions.,"One reason for tokenizing the input in NLP is to convert an input to a deterministic fixed set of units, allowing different algorithms and systems to agree on simple questions, such as the length of the text or whether certain phrases are one token or two [source_file p. 21].",5.57,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,89,What is the focus of WEEK 2 in the course schedule?,Lexical Analytics: Analyzing Words,"WEEK 2 focuses on Lexical Analytics, specifically analyzing words. The lecture will cover morphology and morphological diversities across languages, representing words, featurizing words, word-vectors, and distributional semantics. The lab will involve processing and cleaning textual data, text normalization, morphological analysis (stemming and lemmatization), and feature extraction from words and word vectors [source_file p.6].",5.91,0,0,0.0,0.7,1.0,0.5,0.6,False,,
gpt-4o,GPT-4o  (balanced),mid,90,What potential risk is associated with large language models leaking information from their training data?,"An adversary can extract training-data text from a language model, such as a person’s name, phone number, and address.","The potential risk associated with large language models leaking information from their training data is that an adversary can extract sensitive personal information, such as a person’s name, phone number, and address. This is particularly problematic when the models are trained on extremely sensitive private datasets, such as electronic health records [source_file p.176].",5.79,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,91,What are the four major classes of speech acts according to Bach and Harnish (1979)?,"Constatives, Directives, Commissives, Acknowledgments","The four major classes of speech acts according to Bach and Harnish (1979) are:

1. Constatives: committing the speaker to something’s being the case (answering, claiming, confirming, denying, disagreeing, stating).
2. Directives: attempts by the speaker to get the addressee to do something (advising, asking, forbidding, inviting, ordering, requesting).
3. Commissives: committing the speaker to some future course of action (promising, planning, vowing, betting, opposing).
4. Acknowledgments: express the speaker’s attitude regarding the hearer with respect to some social action (apologizing, greeting, thanking, accepting an acknowledgment) [source_file p. 585].",8.59,0,0,0.0,0.9,1.0,1.0,0.9,False,,
gpt-4o,GPT-4o  (balanced),mid,92,What is the title of the optional reading related to Latent Dirichlet Allocation?,Latent dirichlet allocation.,"The title of the optional reading related to Latent Dirichlet Allocation is ""A Beginner’s Guide to Latent Dirichlet Allocation (LDA)"" [source_file p. 4].",2.96,0,0,0.0,0.0,0.5,0.5,0.5,False,,
gpt-4o,GPT-4o  (balanced),mid,93,What are some common restrictions placed on dependency structures according to the text?,"The structures must be connected, have a designated root node, and be acyclic or planar.","Some common restrictions placed on dependency structures include that the structures must be connected, have a designated root node, and be acyclic or planar [source_file p. 441].",2.98,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,94,What has the Title IX office developed to respond to a survivor?,Supportive ways to respond to a survivor.,The Title IX office has developed supportive ways to respond to a survivor and compiled campus resources to support survivors [source_file p.1].,5.79,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,95,What is the modern sense of the word 'broadcast' derived from?,The modern 'transmission' sense of broadcast is derived from its original sense of sowing seeds.,"The modern sense of the word 'broadcast' is derived from its original sense of ""casting out seeds,"" which shifted to refer to ""transmitting signals"" with the rise of television and radio [source_file p.122].",3.12,0,0,0.0,0.9,1.0,0.8,0.7,False,,
gpt-4o,GPT-4o  (balanced),mid,96,What are the two commonly used models of coherence relations mentioned in the text?,Rhetorical Structure Theory (RST) and the Penn Discourse TreeBank (PDTB).,The two commonly used models of coherence relations mentioned in the text are Rhetorical Structure Theory (RST) and the Penn Discourse TreeBank (PDTB) [source_file p.561].,7.09,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,97,What are the titles of the two books mentioned in the text chunk?,Natural Language Processing and Foundations of statistical natural language processing.,"The two books mentioned in the text chunk are:

1. ""Speech and Language Processing"" by Dan Jurafsky and James H. Martin.
2. ""Foundations of Statistical Natural Language Processing"" by Manning, C., & Schutze, H. [source_file p. 13]",3.04,0,0,0.0,0.8,1.0,1.0,0.9,False,,
o1-mini,o1-mini  (reasoning / best),high,0,What is the semester and year for the course INF 385T?,Fall 2025,The semester and year for the course INF 385T is Fall 2025 [source_file p.1].,2.6,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,1,What is the purpose of the assignments mentioned in the text?,"The assignments are intended to bring conceptual clarity, stimulate computational thinking, and emulate practical NLP implementation scenarios.","The purpose of the assignments mentioned in the text is to bring conceptual clarity, stimulate computational thinking, and emulate practical NLP implementation scenarios. Additionally, students are encouraged to reuse the code from the coding assignments in their course projects [source_file p.4].",4.3,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,2,"In the provided example, where is the verb located in the English sentence?",In the middle of the sentence.,I don't know based on the provided materials.,1.2,0,0,0.0,0.0,0.0,0.8,0.8,False,,
o1-mini,o1-mini  (reasoning / best),high,3,What is the maximum number of questions that will be on the in-class quiz?,5,The maximum number of questions that will be on the in-class quiz is 5 questions [source_file p.4].,2.74,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,4,What is the purpose of vector semantics as described in the text?,The purpose of vector semantics is to represent a word as a point in a multidimensional semantic space derived from the distributions of word neighbors.,"The purpose of vector semantics, as described in the text, is to represent a word as a point in a multidimensional semantic space, which is derived from the distributions of word neighbors. This representation helps model various aspects of word meaning and allows for the computation of word and document similarities through functions of the dot product between vectors, with the cosine of two vectors being the most popular metric for such comparisons [source_file p. 125].",2.1,0,0,0.0,0.8,1.0,0.7,0.6,True,,
o1-mini,o1-mini  (reasoning / best),high,5,What notable aspect of Orson Welles' movie Citizen Kane is highlighted in the text?,Its structure.,"The notable aspect of Orson Welles' movie Citizen Kane highlighted in the text is its groundbreaking structure, which does not proceed in chronological order through the life of the main character, Charles Foster Kane. Instead, the film begins with Kane's death and is structured around flashbacks to his life, illustrating the infinite possibilities and impact of different kinds of coherent narrative structures in cinematography [source_file p.559].",6.34,0,0,0.0,0.8,1.0,0.9,0.7,False,,
o1-mini,o1-mini  (reasoning / best),high,6,"What do the words 'hen', 'rooster', and 'chick' have in common?",They all describe chickens.,I don't know based on the provided materials.,1.95,0,0,0.0,0.0,0.0,0.8,0.0,False,,
o1-mini,o1-mini  (reasoning / best),high,7,What is one method mentioned for improving the retrieval of relevant passages in RAG architectures?,Adding a reranker that reranks or reorders passages after they are retrieved.,One method mentioned for improving the retrieval of relevant passages in RAG architectures is the use of a reranker that reranks or reorders passages after they are retrieved [source_file p.259].,9.66,0,0,0.0,1.0,1.0,1.0,0.5,False,,
o1-mini,o1-mini  (reasoning / best),high,8,What email address should someone contact for support without making an official report to the university?,advocate@austin.utexas.edu,Someone should contact advocate@austin.utexas.edu for support without making an official report to the university [source_file p.12].,1.27,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,9,What does the term 'polysemy' refer to in the context of this chunk?,Any kind of sense ambiguity.,"In the context provided, the term 'polysemy' refers to the phenomenon where a word has multiple senses or meanings. It is used to describe any kind of sense ambiguity, and the text specifies that 'structured polysemy' refers to cases where a word’s senses are related in some structured way, while 'homonymy' is reserved for sense ambiguities with no relation between the senses [source_file p. 216].",5.78,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,10,What type of system is ELIZA described as in the text?,An early natural language processing system.,"ELIZA is described as a system that works by having a series or cascade of regex substitutions to match and change parts of the input lines, creating responses that seem to refer correctly to the user [source_file p.33].",6.57,0,0,0.0,0.0,0.5,0.5,0.5,False,,
o1-mini,o1-mini  (reasoning / best),high,11,What are the main topics covered in WEEK10 of the course?,"Prompt based Large Language Models, Transfer learning and reinforcement learning as the basis of LLMs, RLHF, LLMs and applications.","In WEEK 10 of the course, the main topics covered include:

- Prompt based Large Language Models
- Transfer learning and reinforcement learning as the basis of LLMs
- RLHF (Reinforcement Learning from Human Feedback)
- LLMs and their applications

Additionally, there is a lab focused on prompting and prompt-chaining of open sourced LLMs for different NLP tasks [source_file p.9].",5.29,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,12,What type of algorithm does learning in CRFs rely on?,supervised learning algorithms,"Learning in CRFs relies on supervised learning algorithms similar to those presented for logistic regression, specifically using stochastic gradient descent to train the weights to maximize the log-likelihood of the training corpus [source_file p. 409].",3.16,0,0,0.0,0.7,0.9,0.6,0.5,False,,
o1-mini,o1-mini  (reasoning / best),high,13,What is one of the main topics covered in Week 1 practicum?,Processing and cleaning textual data,"One of the main topics covered in Week 1 practicum is Python Basics and File, String and Document Processing, along with Regular Expressions and Frequency Analysis and Visualization of text Data [source_file p. 2].",1.75,0,0,0.0,0.0,0.0,0.5,0.0,True,,
o1-mini,o1-mini  (reasoning / best),high,14,What method is used in LSA to find the most important dimensions of a dataset?,Singular Value Decomposition (SVD),The method used in LSA to find the most important dimensions of a dataset is Singular Value Decomposition (SVD) [source_file p. 126].,2.85,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,15,What is the consequence for unauthorized sharing of course materials?,Failure to adhere to this policy may result in the initiation of legal actions.,"Unauthorized sharing or distribution of lecture notes, slides, or examination questions is strictly prohibited without prior permission from the instructors. Failure to adhere to this policy may result in the initiation of legal actions, and violations could lead to student misconduct proceedings [source_file p.11].",2.71,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,16,What does UT Austin commit to regarding discrimination?,UT Austin is committed to fostering a learning and working environment free from discrimination in all its forms.,"UT Austin is committed to fostering a learning and working environment free from discrimination in all its forms, as outlined by Title IX, which protects against sex and gender-based discrimination, sexual harassment, sexual assault, unprofessional or inappropriate conduct of a sexual nature, dating/domestic violence, and stalking at federally funded educational institutions [source_file p.12].",9.06,0,0,0.0,0.8,1.0,0.9,0.7,False,,
o1-mini,o1-mini  (reasoning / best),high,17,What was the primary focus of traditional European grammar as described in the text?,Traditional European grammar defined relations between words rather than constituents.,"The primary focus of traditional European grammar, as described in the text, was on defining relations between words rather than constituents. European syntacticians retained an emphasis on dependency grammars, which is a contrast to the constituency-based approaches that emerged in American Structuralism [source_file p. 436].",8.05,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,18,What are the three metrics that the CoNLL coreference competitions are scored based on?,"MUC, CEAF-e, and B3","The CoNLL coreference competitions are scored based on the average of the MUC, CEAF-e, and B3 metrics [source_file p.553].",1.1,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,19,What does each boldfaced cell in the alignment path represent?,An alignment of a pair of letters in the two strings.,Each boldfaced cell in the alignment path represents an alignment of a pair of letters in the two strings being compared [source_file p.42].,1.98,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,20,What is the role of the autoregressive (AR) transformer in the two-stage language modeling approach for V ALL-E?,The autoregressive (AR) transformer generates all the codes for the first quantizer from left to right.,"The autoregressive (AR) transformer in the two-stage language modeling approach for V ALL-E generates the sequence of the first code for each frame in an autoregressive manner. It takes the input text and the enrolled audio to produce the first quantizer codes for the entire output sequence. This process ensures that the generated speech matches the enrolled recording's rate, contributing to better speech quality due to its flexibility for acoustic sequence length prediction [source_file p.382].",6.98,0,0,0.0,0.7,0.9,0.8,0.6,False,,
o1-mini,o1-mini  (reasoning / best),high,21,What corpus is VALL-E trained with?,Libriheavy corpus,"VALL-E is trained with the Libriheavy corpus, which is a labeled version of the Librilight corpus consisting of 50,000 hours of English speech derived from open-source audiobooks with over 7,000 unique speakers [source_file p.374].",4.54,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,22,What action may be taken if there are inconsistencies between a student's explanations and submitted solutions?,Instigate misconduct proceedings against the concerned student.,"If there are inconsistencies between a student's explanations and submitted solutions, the instructor reserves the right to instigate misconduct proceedings against the concerned student [source_file p.2].",1.54,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,23,What is the maximum duration of the examination mentioned in the text?,2 hours,The maximum duration of the examination mentioned in the text is no longer than 2 hours [source_file p. 4].,1.01,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,24,What is a computation graph?,"A computation graph is a representation of the process of computing a mathematical expression, in which the computation is broken down into separate operations, each of which is modeled as a node in a graph.","A computation graph is a representation of the process of computing a mathematical expression, where the computation is broken down into separate operations, each modeled as a node in a graph. It shows how outputs from each operation serve as inputs to the next, allowing for the computation of values and the application of techniques such as forward and backward differentiation for tasks like calculating derivatives needed for weight updates in neural networks [source_file p. 139].",8.09,0,0,0.0,0.9,1.0,1.0,0.8,False,,
o1-mini,o1-mini  (reasoning / best),high,25,What is the purpose of the project mentioned in the text?,To create a framework for dependency treebank annotation.,"The purpose of the project mentioned in the text is to promote effective planning, execution, and communication of an original NLP-centric product or research idea. It involves various stages, including project planning, gathering resources, experiment design and execution, and preparing a presentation, report, and demo [source_file p. 5].",2.22,0,0,0.0,0.0,0.0,0.5,0.0,False,,
o1-mini,o1-mini  (reasoning / best),high,26,What is the page number for 'Evaluating Parsers'?,425,The page number for 'Evaluating Parsers' is 425 [source_file p.425].,2.93,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,27,What is the focus of WEEK11 in the lecture series?,Information Retrieval and Retrieval Augmented Generation,"The focus of WEEK 11 in the lecture series is on Information Retrieval and Retrieval Augmented Generation (RAG). The lecture covers RAG basics, Dense Passage Retrieval (DPR), and Knowledge-Enhanced Generation. The lab involves building an RAG pipeline with an Open Source LLM model [source_file p.9].",3.38,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,28,What does the phrase 'Where' get assigned in terms of semantics in the TDAP project?,Place = ?,"In the TDAP project, the phrase 'Where' is assigned the semantics Place = ? [source_file p.4].",5.59,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,29,What devices are students required to bring to the course?,Students are required to bring their laptop computers.,"Students are required to bring their laptop computers, and it is device agnostic (PC and Mac preferable) [source_file p.3].",5.46,0,0,0.0,1.0,1.0,1.0,0.8,True,,
o1-mini,o1-mini  (reasoning / best),high,30,Who authored the 2012 paper titled 'Introduction to “This is Watson”'?,D. A. Ferrucci,I don't know based on the provided materials.,2.76,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,31,What may happen if a student breaches the policy regarding the use of generative models for assignments?,Breaching this policy may result in the initiation of proceedings related to student misconduct.,"If a student breaches the policy regarding the use of generative models for assignments, it may result in the initiation of proceedings related to student misconduct. Additionally, if there is suspicion surrounding the content submitted by a student suggesting the involvement of an AI tool, the instructor retains the authority to request clarification from the student, which may lead to misconduct proceedings if inconsistencies are found between the provided explanations and the submitted solutions [source_file p.2].",1.77,0,0,0.0,0.9,1.0,1.0,0.9,True,,
